BusinessName,BusinessType,AddressLine1,AddressLine2,AddressLine3,PostCode,RatingValue,RatingDate,LocalAuthorityName,Hygiene,Structural,ConfidenceInManagement,Longitude,Latitude
The Red Cow,Pub/bar/nightclub,56 Star Road,Caversham,Reading,RG4 5BE,4,2026-03-11,Reading,5,5,10,-0.9577526,51.4663225
The Retreat,Pub/bar/nightclub,8 St Johns Street,Reading,,RG1 4EH,5,2025-07-16,Reading,0,0,0,-0.9607538,51.4533286
The Rising Sun,Pub/bar/nightclub,16 Castle Street,Reading,,RG1 7RD,5,2026-08-24,Reading,5,5,0,-0.9749662,51.4536158
The Roebuck,Pub/bar/nightclub,37 Auckland Road,Reading,,RG6 1NY,3,2026-05-07,Reading,10,5,10,-0.9329201,51.4478184
The Rose & Thistle,Pub/bar/nightclub,43 Argyle Road,Reading,,RG1 7YL,4,2025-06-26,Reading,10,0,10,-0.988972,51.4535127
The Roseate/The Reading Rooms,Hotel/bed & breakfast/guest house,26 The Forbury,Reading,,RG1 3EJ,4,2025-03-14,Reading,10,5,5,-0.9673953,51.4562108
The Royal Oak,Pub/bar/nightclub,The Royal Oak PH 69 Westwood Glen Tilehurst,Reading,,RG31 5NW,5,2026-04-22,Reading,5,5,5,-1.0488731,51.4610903
The Salvation Army Church Lunch Club,Restaurant/Cafe/Canteen,Anstey Road,Reading,,RG1 7JR,4,2025-06-05,Reading,5,10,5,-0.97890655,51.45247075
The Sanctuary Cafe,Restaurant/Cafe/Canteen,35-39 London Street Reading,Reading,,RG1 4PS,AwaitingInspection,,Reading,,,,-0.9679604,51.4528438
The Shack,Takeaway/sandwich shop,Mapledurham Pavilion Upper Woodcote Road,Reading,,RG4 7EZ,5,2026-01-17,Reading,5,5,5,,
The Shop Inn,Retailers - other,114 Henley Road,Caversham,Reading,RG4 6DH,5,2025-07-23,Reading,0,0,0,-0.9592313,51.4709306
The Signal Box,Pub/bar/nightclub,18 Friar Street,Reading,,RG1 1DB,4,2026-07-29,Reading,5,5,10,-0.9718989,51.4569069
The Snack Shed,Other catering premises,,,,,5,2026-03-04,Reading,5,0,0,,
The Soju at Kings Walk,Restaurant/Cafe/Canteen,King Street,Reading,,RG1 2HG,3,2025-09-25,Reading,10,10,10,-0.9691883,51.45498625
The Southcote Beefeater,Pub/bar/nightclub,19 Southcote Lane,Reading,,RG30 3AG,5,2025-09-03,Reading,5,5,0,-0.9963454,51.4467331
The Sportsman,Pub/bar/nightclub,201 Shinfield Road,Reading,,RG2 7DS,5,2025-08-05,Reading,0,5,0,-0.9457454,51.4289958
The Spread Eagle / Bagheera Indian Restaurant & Bar,Pub/bar/nightclub,117 Norfolk Road,Reading,,RG30 2EG,5,2024-11-26,Reading,5,5,5,-1.0030303,51.4543075
The Spud Wagon,Mobile caterer,O/S Reading Station Station Hill,Reading,,RG1 1LY,4,2026-03-03,Reading,10,5,5,,
The Supported Living Team,Hospitals/Childcare/Caring Premises,188 Whitley Wood Lane,Reading,,RG2 8PR,Exempt,,Reading,,,,-0.9637134,51.4160202
The Switch,Other catering premises,19 The Triangle,Tilehurst,Reading,RG30 4RN,4,2024-11-16,Reading,5,10,5,-1.0406086,51.457759
The Switch - Grab & Go,Takeaway/sandwich shop,109B School Road Tilehurst,Reading,,RG31 5BH,3,2026-03-13,Reading,5,10,10,-1.0417769,51.4576426
The Tasty Plaice,Takeaway/sandwich shop,158 Park Lane,Tilehurst,Reading,RG31 4DU,5,2025-10-08,Reading,0,5,5,-1.0470847,51.4507465
The Tea Kiosk at Caversham Court Gardens,Restaurant/Cafe/Canteen,Church Road,Caversham,Reading,RG4 7AD,5,2025-08-13,Reading,5,0,5,,
The Three Guineas,Pub/bar/nightclub,Station Approach,Reading,,RG1 1LY,5,2026-04-27,Reading,5,5,5,-0.97266395,51.45874139
The Three Tuns,Pub/bar/nightclub,191 Wokingham Road,Reading,,RG6 1LT,4,2024-08-30,Reading,5,10,0,-0.9312987,51.4426872
The Tilehurst Coffee Van,Mobile caterer,202 Thirlmere Avenue,Tilehurst,Reading,RG30 6XJ,4,2024-11-14,Reading,10,5,5,-1.0223801,51.4627789
The Travellers Rest,Pub/bar/nightclub,180 Henley Road Caversham,Reading,,RG4 5DL,2,2025-05-02,Reading,5,15,5,-0.9538598,51.4709906
The Turks Head,Pub/bar/nightclub,31 London Road,Reading,,RG1 5BJ,AwaitingInspection,,Reading,,,,-0.965644,51.4509081
The Veg Box,Retailers - other,44 West Street,Reading,,RG1 1TZ,2,2026-01-06,Reading,15,15,10,-0.9762765,51.456163
The Victoria,Pub/bar/nightclub,1 Norcot Road,Tilehurst,Reading,RG30 6BP,5,2025-05-23,Reading,5,5,5,-1.0356901,51.4609827
The Victoria Cross,Pub/bar/nightclub,350 Basingstoke Road,Reading,,RG2 0HB,5,2025-06-27,Reading,5,0,0,,
The Vue Cinema at The Oracle,Retailers - other,Bridge Street,Reading,,RG1 2AG,5,2025-10-30,Reading,0,0,5,,
The Water Tower,Pub/bar/nightclub,160 Park Lane,Reading,,RG31 4DU,AwaitingInspection,,Reading,,,,-1.0472066,51.4505653
The Way Ministry Reading,Other catering premises,90b Great Knollys Street,Reading,,RG1 7HL,5,2025-06-08,Reading,5,5,5,-0.9824218,51.4581319
The White Eagle,Pub/bar/nightclub,344a Oxford Road,Reading,,RG30 1AQ,5,2026-04-18,Reading,5,5,5,-0.9971092,51.4572064
The White Horse,Pub/bar/nightclub,9 Kidmore End Road,Emmer Green,Reading,RG4 8SD,5,2025-07-29,Reading,5,5,5,-0.9638064,51.4831554
Thirsty Bear,Pub/bar/nightclub,110 Kings Road,Reading,,RG1 3BY,4,2026-05-07,Reading,0,10,10,-0.963211,51.4547621
Thomas Franks at Chiltern Nursery & Training College,School/college/university,20 Peppard Road,Caversham,Reading,RG4 8JZ,5,2025-11-05,Reading,0,5,5,-0.9674037,51.4735491
Thomas Franks at Leighton Park School,School/college/university,Shinfield Road,Reading,,RG2 7ED,5,2025-01-07,Reading,0,5,0,-0.9531907,51.4414455
Thomas Franks at Queen Annes School,School/college/university,Henley Road,Caversham,Reading,RG4 6DX,4,2026-06-04,Reading,10,5,5,,
Tilehurst Bowls Club,Pub/bar/nightclub,Wardle Avenue,Tilehurst,Reading,RG31 6JR,5,2024-03-22,Reading,0,0,0,,
Tilehurst Convenience Store,Retailers - other,227-229 Kentwood Hill,Reading,Berkshire,RG31 6JD,2,2026-01-14,Reading,10,15,10,-1.0293895,51.469608
Tilehurst Pharmacy,Retailers - other,7 School Road,Tilehurst,Reading,RG31 5AR,Exempt,,Reading,,,,-1.0363137,51.4607631
Tilehurst Royal British Legion,Pub/bar/nightclub,Downing Road,Tilehurst,Reading,RG31 5BB,5,2025-04-27,Reading,5,5,5,,
Tilehurst SF Connect,Retailers - other,Tilehurst Road,Reading,,RG1 7TW,5,2025-06-27,Reading,0,0,0,-0.98488495,51.4521423
Tittamisu,Other catering premises,,,,,5,2023-06-22,Reading,0,0,0,,
TK Maxx at Reading Gate Retail Park,Retailers - other,,Reading,,RG2 0QG,Exempt,,Reading,,,,,
Toby Carvery,Restaurant/Cafe/Canteen,Richfield Avenue,Reading,,RG1 8EQ,5,2026-06-08,Reading,5,5,0,-0.98610965,51.46400985
Today's Express,Retailers - other,107 Oxford Road,Reading,,RG1 7UD,3,2024-11-26,Reading,10,10,10,-0.9799618,51.4548373
Today's Express,Retailers - other,17 Duke Street,Reading,,RG1 4SA,5,2023-05-23,Reading,0,5,5,-0.9685,51.4544492
Today's Local,Retailers - supermarkets/hypermarkets,205 Oxford Road,Reading,,RG1 7BX,3,2025-12-01,Reading,10,10,10,,
Today's Store,Retailers - other,1 Prince Of Wales Avenue,Reading,,RG30 2UR,5,2018-12-10,Reading,5,0,5,-0.9978299,51.4545239
Together for Mental Wellbeing,Hospitals/Childcare/Caring Premises,Orts Road,Reading,,RG1 3HE,Exempt,,Reading,,,,-0.95190563,51.45447005
Tops Pizza,Takeaway/sandwich shop,10 Wokingham Road,Reading,,RG6 1JG,5,2026-04-27,Reading,5,5,5,-0.9482619,51.4527136
Tortilla Reading,Restaurant/Cafe/Canteen,4-5 Broad Street,Reading,,RG1 2BH,5,2026-06-15,Reading,5,5,0,-0.9703064,51.4554002
Tradeteam,Distributors/Transporters,1-3 Gillette Way,Reading,,RG2 0BS,Exempt,,Reading,,,,-0.9715349,51.4308363
Traditional Romanesc,Restaurant/Cafe/Canteen,146-148 Chatham Street,Reading,,RG1 7HT,3,2025-09-24,Reading,10,10,10,-0.9834338,51.4562117
Traditional Romanesc,Retailers - other,316 Oxford Road,Reading,,RG30 1AD,5,2025-07-14,Reading,5,5,5,-0.9950324,51.456739
Travelodge Reading Central,Hotel/bed & breakfast/guest house,60 Oxford Road,Reading,,RG1 7LT,Exempt,,Reading,,,,-0.978179,51.4553973
Travelodge Reading Whitley,Hotel/bed & breakfast/guest house,387 Basingstoke Road,Reading,,RG2 0JE,5,2025-08-13,Reading,0,0,0,-0.9685732,51.4294884
Treatz Dessert Parlour,Restaurant/Cafe/Canteen,29 Friar Street,Reading,,RG1 1DP,4,2026-07-21,Reading,5,10,5,-0.973179,51.4569451
Trehan Newsagents,Retailers - other,67 Basingstoke Road,Reading,,RG2 0ER,1,2026-06-19,Reading,10,5,20,-0.9669904,51.4397252
Triangle Pharmacy,Retailers - other,90 School Road,Tilehurst,Reading,RG31 5AW,Exempt,,Reading,,,,-1.0412746,51.458259
True Food Community Co-op,Retailers - other,61-61a Grove Road,Emmer Green,Reading Berkshire,RG4 8LJ,5,2024-11-07,Reading,0,5,5,-0.9684189,51.4823329
Tuesday Lunch Club at West Reading Salvation Army,Hospitals/Childcare/Caring Premises,522 Oxford Road,Reading,,RG30 1EG,5,2025-10-14,Reading,0,0,0,-1.0023036,51.4585995
Tulip Home Baker,Other catering premises,,,,,5,2022-06-15,Reading,5,5,5,,
Turkish Grill at Milestone Way Precinct,Restaurant/Cafe/Canteen,13 Milestone Way,Caversham,Reading,RG4 8XW,2,2026-06-22,Reading,15,5,10,-0.9619385,51.482968
Turkish Halal Food Centre,Retailers - other,133-135 Oxford Road,Reading,,RG1 7UU,0,2026-07-22,Reading,20,20,20,-0.9819054,51.4548093
Turkish Halal Food Centre,Retailers - supermarkets/hypermarkets,70 Whitley Street,Reading,,RG2 0EQ,3,2024-09-12,Reading,10,10,10,-0.9654963,51.4451065
Turkish Mangal,Restaurant/Cafe/Canteen,228 Northumberland Avenue,Reading,,RG2 7QA,2,2026-05-28,Reading,10,15,10,-0.96277,51.4329621
Tutu's Ethiopian Table at Palmer Park Lodge,Restaurant/Cafe/Canteen,Wokingham Road,Reading,,RG6 1LF,5,2025-05-16,Reading,5,0,5,-0.94414051,51.45204459
Tutu's Food Truck,Other catering premises,,,,,5,2025-05-16,Reading,0,0,5,,
Twins News Mart,Retailers - other,65 Watlington Street,Reading,,RG1 4RQ,5,2025-11-10,Reading,0,0,0,-0.96085,51.45258
TWT,Other catering premises,,,,,AwaitingInspection,,Reading,,,,,
Tyler International,Retailers - other,Room 241 Green Park 200 Brook Drive,Reading,,RG2 6UB,5,2026-01-20,Reading,5,0,5,-0.9879433,51.4251523
Tylers Rest,Pub/bar/nightclub,149 Norcot Road,Tilehurst,Reading,RG30 6BS,4,2026-04-20,Reading,5,10,5,-1.02695174,51.45908493
Tyndale Baptist Church,Other catering premises,2-4 Cressingham Road,Reading,,RG2 7JE,5,2024-10-28,Reading,0,0,5,-0.9489699,51.4338102
Tyndale Baptist Church,Other catering premises,,,,,AwaitingInspection,,Reading,,,,,
UK Halal Meat,Retailers - other,79 Wokingham Road,Reading,,RG6 1LH,2,2026-02-09,Reading,5,15,5,-0.9370568,51.4487641
uKids @ Meadow Park,School/college/university,Meadow Park Academy Norcot Road Tilehurst,Reading,,RG30 6BS,5,2026-07-10,Reading,0,0,5,,
uKids @ St Martins RG6,School/college/university,St Martin's School Pendennis Avenue Caversham,Reading,,RG4 6SS,4,2025-12-03,Reading,5,10,5,,
Unicorn Magic Brew,Mobile caterer,The Oracle,Bridge Street,Reading,RG1 2AQ,4,2026-06-23,Reading,5,5,10,-0.9708313,51.4538133
Up and Running UK,Retailers - other,,,,,Exempt,,Reading,,,,,
Up The Junction,Pub/bar/nightclub,231 London Road,Reading,,RG1 3NY,5,2025-08-26,Reading,0,0,0,-0.9476549,51.4534545
Upper Crust at Reading Rail Station Concourse,Takeaway/sandwich shop,Station Approach,Reading,,RG1 1LT,5,2025-07-31,Reading,0,0,0,-0.97266395,51.45874139
Urban Fun,Restaurant/Cafe/Canteen,Broad Street,Reading,,RG1 7QE,5,2025-01-30,Reading,5,0,5,,
V & M Convenience Store,Retailers - other,373 Oxford Road,Reading,,RG30 1HA,5,2025-07-12,Reading,5,5,5,-0.9948248,51.4563596
Vantage Pharmacy,Retailers - other,231 Shinfield Road,Reading,,RG2 8HD,Exempt,,Reading,,,,-0.9462792,51.426952
Vegivores,Restaurant/Cafe/Canteen,41A Church Street,Reading,,RG4 8BA,5,2026-03-23,Reading,5,5,5,-0.9744288,51.467342
Vera's Cakes,Other catering premises,,,,,4,2021-11-16,Reading,0,0,10,,
Vesuvio Pizzeria,Restaurant/Cafe/Canteen,20 Norcot Road,Tilehurst,Reading,RG30 6BU,5,2026-01-05,Reading,5,5,5,-1.0350723,51.4602493
Veteran Wife Bakes,Mobile caterer,c/o Flavour Of Mauritius 143-145 Caversham Rd,Reading,,RG1 8AU,5,2026-07-06,Reading,5,5,0,-0.9759525,51.4628442
Victoria Road Preschool at Tilehurst Village Hall,Hospitals/Childcare/Caring Premises,17 Victoria Road,Tilehurst,Reading,RG31 5AB,Exempt,,Reading,,,,-1.0389732,51.4609287
Viktoria Cake Shop,Retailers - other,423 Oxford Road,Reading,,RG30 1HA,5,2021-05-01,Reading,5,5,5,-0.9967149,51.4568074
Vildra,Distributors/Transporters,9 Greyfriars Road,Reading,,RG1 1NU,Exempt,,Reading,,,,-0.9759526,51.4577787
Village Hotel,Restaurant/Cafe/Canteen,Crowne Plaza Reading Richfield Avenue,Reading,,RG1 8BD,5,2026-03-01,Reading,0,0,5,,
Village Tandoori Restaurant,Restaurant/Cafe/Canteen,14 Kidmore End Road,Emmer Green,Reading,RG4 8SD,3,2025-03-23,Reading,10,10,10,-0.9636429,51.4833788
Village Wine & Beers,Retailers - other,Milestone Way,Caversham,Reading,RG4 8XW,Exempt,,Reading,,,,,
Vino Vita,Restaurant/Cafe/Canteen,20 Valpy Street,Reading,,RG1 1AR,5,2026-05-03,Reading,5,5,5,-0.9687702,51.4571491
Vintage Days Out Ltd,Mobile caterer,Mill Green,Caversham,Reading,RG4 8EX,5,2024-07-15,Reading,5,5,5,,
Voco Reading Hotel,Hotel/bed & breakfast/guest house,Shooters Way,Reading,,RG2 0FL,5,2026-04-25,Reading,5,5,5,,
Voyage Care,Hospitals/Childcare/Caring Premises,26 St Barnabas Road,Emmer Green,Reading,RG4 8RA,5,2025-03-26,Reading,0,5,5,-0.9739232,51.4841167
Voyage Care,Hospitals/Childcare/Caring Premises,29 Briants Avenue,Caversham,Reading,RG4 5AY,5,2025-10-23,Reading,0,0,0,-0.9591863,51.466578
Voyage Care,Hospitals/Childcare/Caring Premises,2a & 2b Mayfair,Tilehurst,Reading,RG30 4QY,4,2026-01-12,Reading,0,5,10,,
Voyage Care,Hospitals/Childcare/Caring Premises,30 Richmond Road,Caversham,Reading,RG4 7PR,5,2025-10-23,Reading,5,0,0,-0.988163,51.4771098
Voyage Care,Hospitals/Childcare/Caring Premises,Apple Blossom House 34 St Ronans Road,Reading,,RG30 2QE,5,2025-07-17,Reading,0,5,0,-1.0112508,51.4568678
Wadi Apothecary,Mobile caterer,26 Addington Road,Reading,,RG1 5PX,5,2026-05-05,Reading,5,5,5,-0.9503422,51.4479755
Wafflicious Gelato,Takeaway/sandwich shop,,,,,4,2025-05-08,Reading,5,10,5,,
Wagamamas at The Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,,RG1 2AG,5,2025-10-15,Reading,5,5,5,,
Waitrose,Retailers - supermarkets/hypermarkets,51 Church Street,Caversham,Reading,RG4 8AY,4,2025-11-14,Reading,0,10,5,-0.9736245,51.4672541
Waitrose,Retailers - supermarkets/hypermarkets,980 Oxford Road,Tilehurst,Reading,RG30 6WR,5,2024-12-05,Reading,5,5,0,-1.0191212,51.4657281
Wan Choi,Takeaway/sandwich shop,611 Oxford Road,Reading,,RG30 1HL,4,2025-03-23,Reading,5,10,5,-1.0055327,51.4590405
Warings Craft Bakers,Retailers - other,32d Church Street,Caversham,Reading,RG4 8AU,5,2025-09-11,Reading,5,5,5,-0.974591,51.4678111
Warings Craft Bakers,Retailers - other,53 Armour Road,Tilehurst,Reading,RG31 6HA,5,2025-08-01,Reading,5,5,5,-1.0392064,51.4628459
Warings Craft Bakers,Retailers - other,80 School Road,Tilehurst,Reading,RG31 5AW,5,2025-08-07,Reading,5,5,5,-1.0409855,51.4583196
Waterside Day Care,Hospitals/Childcare/Caring Premises,82 Lyndhurst Road,Tilehurst,Reading,RG30 6UB,5,2025-10-03,Reading,0,5,0,-1.0228299,51.4666582
Waterstone's,Retailers - other,89a Broad Street,Reading,,RG1 2AP,Exempt,,Reading,,,,-0.9737627,51.4553047
Wednesday Lunch Club at St Michaels Church,Restaurant/Cafe/Canteen,Routh Lane,Tilehurst,Reading,,5,2026-02-11,Reading,5,5,0,-1.031398,51.45141355
Weller Centre,Other catering premises,110 Amersham Road,Caversham,Reading,RG4 5NA,5,2026-06-04,Reading,5,5,5,-0.9519322,51.4658928
Wendy's Restaurant,Restaurant/Cafe/Canteen,1 Station Road,Reading,,RG1 1LG,5,2026-04-17,Reading,5,5,5,-0.9723087,51.4569753
Wenzel's the Bakers,Retailers - other,36 Broad Street,Reading,,RG1 2AA,5,2024-12-01,Reading,5,5,5,-0.972384,51.4558141
Wesley Pantry,Other catering premises,84 Queens Road,Reading,,RG1 4BW,5,2024-11-20,Reading,0,0,0,-0.9618457,51.4534102
West Reading Store,Retailers - other,202 Oxford Road,Reading,,RG30 1AB,3,2026-01-06,Reading,10,5,10,-0.9908022,51.4560193
Western Elms Nursery,Hospitals/Childcare/Caring Premises,59 Western Elms Avenue,Reading,,RG30 2AL,5,2025-09-30,Reading,0,5,5,-0.9926808,51.4524026
WH Smith at Reading Rail Station Concourse,Retailers - other,Station Approach,Reading,,RG1 1LY,5,2025-11-13,Reading,0,5,0,-0.97266395,51.45874139
What the fudge!,Mobile caterer,,,,,5,2026-01-19,Reading,0,5,5,,
Whistlestop Level 2 Main Entrance at Royal Berkshire Hospital,Restaurant/Cafe/Canteen,London Road,Reading,,RG1 5AN,5,2024-10-30,Reading,0,0,0,-0.95611545,51.451942
Whitley Community Development Association,Other catering premises,252-260 Northumberland Avenue,Reading,,RG2 7QA,5,2025-05-29,Reading,0,0,5,-0.9630604,51.4322093
Whitley Convenience Store,Retailers - other,177-179 Whitley Wood Lane,Reading,,RG2 8PW,4,2026-02-03,Reading,5,5,10,-0.9638045,51.4170821
Whitley Food & Wine Store,Retailers - other,23-25 Whitley Street,Reading,,RG2 0EG,0,2026-07-06,Reading,20,20,20,-0.9654576,51.4457901
Whitley Social Club & Cafe,Other catering premises,252-260 Northumberland Avenue,Reading,Berkshire,RG2 7QA,4,2025-05-29,Reading,0,10,0,-0.9630604,51.4322093
Whitley Wood Pantry,Other catering premises,Swallowfield Drive,Reading,,RG2 8UT,5,2024-07-30,Reading,0,0,5,-0.96709708,51.41481581
"Whittard of Chelsea, The Oracle",Retailers - other,Bridge Street,Reading,,RG1 2AH,Exempt,,Reading,,,,,
Whittington's Tea Barge,Takeaway/sandwich shop,George Street,Caversham,Reading,RG4 8DH,5,2025-04-27,Reading,5,5,5,,
WHSmith Platform 8&9,Retailers - other,Station Approach,Reading,,,5,2025-11-13,Reading,0,0,0,,
Wickes Building Supplies,Retailers - other,709-731 Oxford Road,Reading,Berkshire,RG30 1PR,Exempt,,Reading,,,,,
Wigwam Day Nursery,Hospitals/Childcare/Caring Premises,22 Fatherson Road,Reading,,RG1 4PL,5,2025-02-14,Reading,0,5,5,-0.9547964,51.4526731
Willis & Short Newsagent,Retailers - other,341 Oxford Road,Reading,,RG30 1AY,4,2024-05-04,Reading,5,0,10,-0.9936781,51.4561429
Wings Fish Bar,Takeaway/sandwich shop,65 Gosbrook Road,Caversham,Reading,RG4 8BN,3,2025-06-23,Reading,10,10,10,-0.9695985,51.4664004
Wingstop,Other catering premises,Unit 24 Upper Level,Oracle Centre,Reading,RG1 2AG,5,2025-02-06,Reading,5,5,0,-0.9717455,51.4534796
Wingstop UK,Restaurant/Cafe/Canteen,Unit 7 Reading Gate Retail Park,Reading,,RG2 0QG,5,2026-03-24,Reading,0,0,5,-0.9804726,51.4241255
Wishing Well,Pub/bar/nightclub,280 Oxford Road,Reading,,RG30 1AD,5,2025-07-17,Reading,5,0,0,-0.9938283,51.4565129
WithBrand,Distributors/Transporters,450 Brook Green Drive,Reading,,RG2 6UU,Exempt,,Reading,,,,-0.9921633,51.4222663
Wok on Wheels,Takeaway/sandwich shop,59 Basingstoke Road,Reading,,RG2 0ER,5,2025-09-05,Reading,5,5,5,-0.9666684,51.4399652
Wok U Like at Meadway Precinct,Takeaway/sandwich shop,Honey End Lane,Reading,,RG30 4AB,4,2025-09-04,Reading,10,5,5,,
Wolseley Street Bakery,Restaurant/Cafe/Canteen,Unit 12 Robert Cort Industrial Estate,Britten Road,Reading,RG2 0AU,5,2024-11-25,Reading,0,0,0,-0.9705233,51.4425618
Wonder Wok,Takeaway/sandwich shop,115 Wokingham Road,Reading,,RG6 1LH,2,2026-03-24,Reading,15,5,10,-0.9363058,51.4482628
Woodcote Way News,Retailers - other,30 Woodcote Way,Caversham,Reading,RG4 7HJ,5,2025-08-18,Reading,0,5,0,-0.993566,51.4795841
Woodley Grill,Mobile caterer,,,,,AwaitingInspection,,Reading,,,,,
Work House Coffee Company,Restaurant/Cafe/Canteen,335 Oxford Road,Reading,,RG30 1AY,4,2025-04-24,Reading,5,5,10,-0.9935064,51.4560965
World Turned Upside Down,Pub/bar/nightclub,387 Basingstoke Road,Reading,,RG2 0JE,5,2025-04-25,Reading,5,5,5,-0.9685732,51.4294884
Wraparound Care Club @ The Ridgeway Primary School,Restaurant/Cafe/Canteen,Hillbrow,Reading,,RG2 8JD,5,2024-06-12,Reading,5,5,5,,
Wycliffe Baptist Church,Restaurant/Cafe/Canteen,233 Kings Road,Reading,,RG1 4LS,4,2026-05-07,Reading,5,5,10,-0.9497317,51.4532573
Y M C A,Hotel/bed & breakfast/guest house,34 Parkside Road,Reading,,RG30 2DD,5,2024-10-18,Reading,0,5,5,-1.0001217,51.4510725
Yaadgaar Sweets and Bakers,Restaurant/Cafe/Canteen,465 Oxford Road,Reading,,RG30 1HF,4,2026-07-09,Reading,5,10,5,-0.9986192,51.4572642
Yan's Kitchen,Other catering premises,,,,,AwaitingInspection,,Reading,,,,,
Yard Style Takeaway,Takeaway/sandwich shop,230b Shinfield Road,Reading,,RG2 8EX,2,2025-11-20,Reading,15,15,10,-0.9462429,51.4285343
Yattendon Honey,Other catering premises,,,,,5,2025-09-09,Reading,0,0,0,,
YayLo,Other catering premises,26 Cross Street,Reading,,RG1 1SN,4,2025-05-23,Reading,5,10,5,-0.9715891,51.45596
Yew Tree Lodge Care UK Mental Health,Hospitals/Childcare/Caring Premises,17-19 Redlands Road,Reading,,RG1 5HP,5,2018-03-15,Reading,5,0,5,-0.9553566,51.4441528
YingYao Supermarket,Retailers - supermarkets/hypermarkets,77-79 Kings Road,Reading,,RG1 3DD,4,2025-09-23,Reading,10,5,5,-0.9640253,51.4550301
Yo Momoz,Takeaway/sandwich shop,83-85 Wokingham Road,Reading,,RG6 1LH,2,2026-07-15,Reading,10,15,10,-0.9369282,51.448727
Yo Sushi,Takeaway/sandwich shop,Portman Road,Reading,,RG30 1AW,5,2025-08-21,Reading,0,5,0,-0.99295842,51.45978714
Yo! To Go Reading,Takeaway/sandwich shop,Napier Road,Reading,,RG1 8DF,5,2025-12-18,Reading,0,5,5,-0.95658182,51.4597152
Yo! To Go!,Takeaway/sandwich shop,Portman Road,Reading,,RG30 1AW,4,2024-07-13,Reading,5,5,10,-0.99295842,51.45978714
Yogoo! Natural Frozen Yogurt,Takeaway/sandwich shop,Bridge Street,Reading,,RG1 2AG,5,2025-04-09,Reading,5,5,5,,
You Me Sushi,Restaurant/Cafe/Canteen,150 Friar Street,Reading,,RG1 1HE,4,2025-12-05,Reading,5,5,10,-0.9718342,51.4565826
Your Local Convenience Store,Retailers - other,151 Caversham Road,Reading,,RG1 8AU,3,2026-04-21,Reading,10,10,10,-0.9760813,51.4629683
Yuvraj's Mini Market,Retailers - other,9 Manchester Road,Reading,,RG1 3QD,4,2024-06-08,Reading,0,10,5,-0.9438067,51.4549485
YY Restaurant,Restaurant/Cafe/Canteen,77-79 Kings Road,Reading,,RG1 3DD,3,2025-10-08,Reading,10,5,10,-0.9640253,51.4550301
Zabka Reading,Retailers - other,541 Oxford Road,Reading,,RG30 1HJ,4,2025-05-17,Reading,5,10,5,-1.0011991,51.4577628
Zaika The Paan Shop,Takeaway/sandwich shop,431 Oxford Road,Reading,,RG30 1HD,4,2026-08-05,Reading,5,10,5,-0.9971013,51.4569096
Zam Zam Halal Superstore,Retailers - other,162-164 Oxford Road,Reading,,RG1 7PJ,4,2025-08-05,Reading,5,10,5,-0.9883468,51.4557553
